Amount,Use_Chip,Merchant_City,Gender,City,State,Per_Capita_Income_Zipcode,Yearly_Income_Person,Total_Debt,FICO_Score,Num_Credit_Cards,Card_Type,Credit_Limit,Fraud,Date,Age_Group
113.3,Swipe,Boulder,Female,Boulder,CO,31377,63974,131731,707,4,Debit,21968,No,2013-08-14,51-65
11.2,Swipe,Stanford,Female,Hampstead,MD,27906,56897,0,699,5,Credit,12400,No,2013-10-17,26-35
2.28,Chip,Cadillac,Male,Richmond,VA,26269,53554,119852,689,2,Debit,24295,No,2016-11-11,26-35
0.79,Online,ONLINE,Male,Houston,TX,18412,37534,99840,706,3,Debit,21968,Yes,2016-12-06,51-65
12.08,Swipe,Uniontown,Male,Bastrop,TX,20346,41483,64715,584,1,Debit,24295,Yes,2013-10-25,51-65
200,Swipe,Venice,Male,Palos Verdes Peninsula,CA,58517,119308,89328,789,6,Debit,46414,No,2003-05-13,51-65
3.33,Swipe,Costa Mesa,Female,Capistrano Beach,CA,27622,56320,84614,792,3,Debit,21968,No,2013-04-01,36-50
148.6,Online,ONLINE,Female,Myrtle Beach,SC,19025,32817,27209,705,6,Debit,21968,Yes,2015-07-13,66+
26.64,Swipe,Rome,Female,Mendham,NJ,91180,185909,461854,621,5,Debit,21968,Yes,2019-03-14,66+
141.32,Online,ONLINE,Male,Los Angeles,CA,12349,11566,9102,536,4,Debit,21968,Yes,2015-12-14,66+
67.4,Online,ONLINE,Female,Severn,MD,31075,63355,0,708,5,Debit,24295,Yes,2007-07-12,36-50
83.24,Swipe,Milwaukee,Female,Milwaukee,WI,19483,36465,12789,688,1,Debit,24295,No,2013-11-17,51-65
277.84,Chip,Oxford,Female,Northborough,MA,39418,80371,108499,822,1,Debit,24295,No,2016-03-23,51-65
168.07,Online,ONLINE,Female,Austin,TX,25594,52186,42852,737,4,Debit,46414,Yes,2015-08-09,51-65
4.02,Chip,Rome,Male,Canton,GA,25654,52308,135319,679,1,Debit,24295,Yes,2019-01-12,36-50
1.4,Swipe,Orchard Park,Female,Orchard Park,NY,30202,61578,85383,602,2,Debit,21968,No,2004-10-26,51-65
100,Swipe,Kailua Kona,Female,Kent,WA,24884,39110,363,750,5,Debit,24295,No,2009-08-01,66+
2.13,Swipe,Cuyahoga Falls,Male,Mentor,OH,24878,29517,2470,690,4,Debit,21968,No,2006-12-17,66+
1.55,Online,ONLINE,Male,Stamford,CT,34138,69604,47193,684,4,Debit,24295,Yes,2012-03-10,51-65
95.78,Online,ONLINE,Female,West Baden Springs,IN,15138,30867,12686,794,3,Debit,24295,No,2004-09-18,51-65
29.04,Swipe,Zebulon,Male,Zebulon,NC,19485,22850,17453,714,6,Debit,620,No,2011-03-17,66+
35.41,Swipe,Iowa City,Female,Iowa City,IA,23238,47374,35312,714,2,Debit,24295,No,2013-04-08,36-50
87.97,Swipe,Brooklyn,Male,Brooklyn,NY,16985,34629,34484,721,3,Debit,21968,No,2017-03-26,26-35
22.27,Online,ONLINE,Male,Chantilly,VA,46175,113514,16524,727,8,Debit,620,Yes,2012-03-18,66+
14.91,Swipe,San Diego,Female,San Diego,CA,13805,28147,25987,756,7,Debit,620,No,2000-05-27,51-65
146.11,Online,ONLINE,Male,High Point,NC,24005,48944,79960,813,7,Credit,12400,Yes,2016-10-11,51-65
133.62,Swipe,Abuja,Male,Newark,NJ,17370,35418,51741,660,6,Debit,21968,Yes,2001-12-08,36-50
100.38,Online,ONLINE,Male,Dallas,TX,13799,28137,88482,797,6,Debit,620,No,2018-11-22,51-65
495.04,Swipe,Bellevue,Female,Waipahu,HI,21314,32232,21134,652,5,Debit,24295,Yes,2007-06-23,66+
2.15,Online,ONLINE,Female,Garden Grove,CA,18679,38081,28613,811,4,Debit,21968,Yes,2007-12-25,26-35
48.45,Online,ONLINE,Male,Cookeville,TN,15955,32531,78193,631,4,Debit,24295,Yes,2010-02-12,51-65
206.31,Swipe,Midlothian,Male,Mokena,IL,32083,77961,39811,616,3,Debit,21968,No,2014-05-14,51-65
92.6,Swipe,Dallas Center,Female,Urbandale,IA,26764,33642,20874,593,5,Debit,21968,Yes,2008-12-26,66+
27.21,Chip,Vancouver,Male,Eaton,IN,15048,30681,81680,746,4,Debit,21968,No,2018-11-26,51-65
74.58,Swipe,North Little Rock,Female,North Little Rock,AR,25002,50978,76898,574,2,Debit,24295,No,2019-10-09,26-35
29.25,Chip,Fontana,Female,Fontana,CA,13739,28007,0,691,4,Credit,12400,No,2016-05-01,36-50
14.51,Online,ONLINE,Male,Skiatook,OK,21234,43290,90238,690,4,Debit,46414,No,2004-03-17,36-50
43.65,Online,ONLINE,Female,Chula Vista,CA,26957,54963,105623,675,4,Debit,24295,No,2014-06-06,51-65
359.8,Online,ONLINE,Female,Garland,TX,27057,55172,96779,629,3,Debit,21968,Yes,2015-12-12,36-50
3.1,Swipe,Hollywood,Female,Waldorf,MD,35114,71593,132181,821,3,Debit,24295,Yes,2006-06-06,51-65
14.32,Swipe,Monongahela,Female,Monaca,PA,20142,41071,124139,685,1,Debit,24295,No,2003-12-25,36-50
1.46,Swipe,Bellevue,Female,Miami,FL,19386,23217,2559,616,3,Debit,46414,No,2004-01-27,66+
31.01,Swipe,Phoenix,Female,Santaquin,UT,18058,31792,28723,647,3,Debit,21968,No,2012-04-14,66+
62.77,Swipe,Port au Prince,Male,Palm Bay,FL,15318,16302,14408,748,4,Debit,21968,Yes,2010-02-19,66+
14.25,Swipe,Huntington,Male,Huntington,NY,51032,104049,247623,741,2,Debit,21968,No,2010-03-23,36-50
32.18,Swipe,Houston,Female,Houston,TX,14959,30495,70825,773,4,Debit,46414,No,2005-10-04,51-65
111.4,Swipe,Mexico City,Female,Irvington,NY,74205,162709,5642,542,3,Debit,46414,Yes,2000-06-25,66+
75.39,Online,ONLINE,Female,Broad Run,VA,35905,73208,115827,664,6,Debit,620,Yes,2010-02-11,36-50
-61,Chip,Atlanta,Female,Manteca,CA,23368,47643,45706,764,8,Debit,24295,No,2019-01-29,51-65
52.65,Online,ONLINE,Female,Warren,OH,12406,11613,427,790,8,Debit,21968,Yes,2012-03-01,66+
39.96,Swipe,Groveton,Male,Franconia,NH,21159,43144,54157,628,3,Debit,21968,No,2005-07-01,36-50
207.64,Online,ONLINE,Male,Albany,NY,27005,55059,162462,735,3,Debit,21968,Yes,2008-12-07,51-65
-83,Swipe,Batesville,Male,Batesville,MS,15354,31308,59817,742,7,Debit,24295,No,2012-07-30,51-65
207.44,Online,ONLINE,Female,Walnut Creek,CA,42685,87030,156474,646,5,Debit,24295,Yes,2016-10-20,51-65
4.85,Swipe,Sterling Heights,Male,Sterling Heights,MI,22974,46843,66529,736,2,Debit,21968,No,2003-06-28,51-65
36.1,Swipe,Jackson,Male,Vancleve,KY,11644,23740,4313,841,3,Debit,21968,Yes,2009-03-27,36-50
14.22,Swipe,Algiers,Female,Richmond,CA,21869,44583,85531,717,5,Credit,12400,Yes,2006-05-23,51-65
59,Chip,Garland,Female,Garland,TX,14535,29637,56446,569,3,Debit,21968,No,2017-02-01,26-35
36.46,Chip,Chiefland,Female,High Springs,FL,19693,40156,70128,738,3,Debit,21968,No,2017-11-11,26-35
96.69,Online,ONLINE,Female,Birmingham,AL,15471,31533,42315,753,3,Debit,21968,Yes,2007-10-12,51-65
7.69,Swipe,Bastrop,Male,Bastrop,TX,20346,41483,64715,584,1,Debit,24295,No,2014-07-25,51-65
3,Swipe,Annandale,Male,Annandale,VA,30622,62432,95799,741,5,Debit,21968,No,2005-06-26,36-50
33.59,Swipe,North Augusta,Male,Blackville,SC,12387,25257,83995,734,6,Debit,620,No,2011-02-04,51-65
125.82,Online,ONLINE,Female,Caldwell,OH,15950,32522,28260,769,2,Debit,24295,Yes,2013-08-02,36-50
64.3,Chip,Pittsfield,Male,Pittsfield,NH,19781,40336,144284,668,4,Debit,24295,No,2020-01-16,36-50
180.35,Chip,Amsterdam,Male,East Hampton,NY,37846,80493,2027,610,5,Debit,21968,No,2015-12-06,66+
127.45,Chip,Rome,Male,Grenada,MS,15568,31739,81905,799,5,Debit,46414,Yes,2019-05-14,36-50
140.02,Swipe,Van Nuys,Male,Van Nuys,CA,21402,43638,104052,627,1,Debit,24295,No,2013-09-10,36-50
8.17,Swipe,Spencerport,Female,Sodus,NY,16703,34057,59247,655,4,Debit,24295,No,2001-12-15,36-50
46.34,Chip,Morris Plains,Female,Mendham,NJ,91180,185909,461854,621,5,Debit,24295,No,2017-02-20,66+
129.68,Swipe,Cape Canaveral,Male,Melbourne,FL,15840,32295,72357,698,4,Debit,46414,Yes,2012-02-01,51-65
61.81,Online,ONLINE,Male,Delphos,OH,18287,37829,20185,658,4,Debit,21968,Yes,2010-10-31,66+
1.93,Swipe,Wolfe City,Male,Van Alstyne,TX,24402,49756,89743,618,4,Debit,46414,No,2011-08-02,51-65
500.8,Online,ONLINE,Male,Delray Beach,FL,20055,40891,61245,717,4,Credit,12400,Yes,2004-11-19,51-65
7.14,Swipe,Burnsville,Female,Claremont,NC,18029,36760,95755,593,2,Debit,24295,Yes,2008-09-22,51-65
5.04,Online,ONLINE,Female,Indianapolis,IN,24233,49412,42378,830,3,Debit,24295,Yes,2015-12-21,36-50
25.33,Swipe,Rome,Male,Saint Albans,WV,17282,35239,43270,726,1,Debit,24295,Yes,2018-03-09,51-65
44.58,Chip,Austin,Male,Philadelphia,PA,18007,36715,74022,547,4,Credit,12400,No,2019-08-10,36-50
24.58,Chip,Watsonville,Male,Watsonville,CA,16920,34496,33122,731,5,Debit,46414,No,2017-10-19,51-65
42.16,Swipe,Virginia Beach,Female,Suffolk,VA,20353,41496,9222,807,2,Debit,21968,No,2006-10-18,36-50
426,Online,ONLINE,Male,Eaton,IN,15048,30681,81680,746,4,Debit,24295,Yes,2009-11-09,51-65
76.36,Online,ONLINE,Male,North Hollywood,CA,15239,28644,879,806,7,Debit,46414,Yes,2015-04-28,66+
103.58,Swipe,Algiers,Male,Tucson,AZ,17460,24960,889,707,9,Credit,12400,Yes,2006-04-13,66+
-65,Swipe,Fountain City,Male,Eaton,IN,15048,30681,81680,746,4,Debit,46414,No,2010-03-24,51-65
28.99,Online,ONLINE,Male,Bronx,NY,12475,25434,45540,712,4,Credit,12400,Yes,2015-12-19,36-50
114.14,Swipe,Johnston,Female,Urbandale,IA,26764,33642,20874,593,5,Debit,21968,Yes,2009-01-02,66+
5.84,Swipe,Orlando,Male,Chesterfield,VA,26918,54881,3584,700,4,Debit,46414,No,2001-07-20,36-50
5.2,Online,ONLINE,Male,Canton,MA,38878,79272,107029,716,3,Debit,46414,Yes,2010-08-13,51-65
59.63,Swipe,Gastonia,Female,Gastonia,NC,23879,48688,81995,679,1,Debit,24295,No,2007-04-18,36-50
181.58,Online,ONLINE,Female,Lapel,IN,19810,40392,52417,645,1,Debit,24295,Yes,2015-09-06,36-50
92,Swipe,Myrtle Beach,Female,Myrtle Beach,SC,19025,35270,1769,731,6,Debit,46414,No,2000-05-14,66+
87.41,Swipe,Mosinee,Male,Mosinee,WI,23216,47334,87775,701,3,Debit,46414,No,2010-11-19,51-65
100.92,Online,ONLINE,Female,Alvin,TX,21956,44766,68989,713,2,Debit,21968,Yes,2014-01-04,26-35
61.23,Online,ONLINE,Female,Charleston,SC,17158,34982,134631,765,3,Debit,21968,Yes,2007-03-29,36-50
45.86,Swipe,Stanwood,Female,Snohomish,WA,28037,57166,111755,737,2,Debit,21968,No,2011-05-12,26-35
108.65,Swipe,Crane,Male,Clever,MO,17222,35119,57463,850,3,Debit,46414,No,2017-06-12,36-50
24.82,Online,ONLINE,Female,Woodmere,NY,45685,110570,5700,766,8,Debit,33375,Yes,2012-08-12,66+
21.86,Swipe,San Diego,Female,San Diego,CA,13805,28147,25987,756,7,Debit,24295,No,2007-08-25,51-65
212.14,Online,ONLINE,Female,Urbandale,IA,26764,33642,20874,593,5,Debit,21968,Yes,2010-03-28,66+
12.88,Swipe,Port au Prince,Male,Huntington,WV,21842,44534,107410,702,4,Debit,21968,Yes,2010-05-28,26-35
32.06,Swipe,Norman,Female,Norman,OK,20640,42084,57760,661,5,Debit,24295,No,2019-10-16,26-35
241,Chip,Rome,Male,Levittown,PA,23207,26476,406,813,5,Debit,46414,Yes,2019-07-18,66+
28.9,Online,ONLINE,Male,Cleveland,OH,27646,56368,71544,664,3,Debit,46414,No,2010-04-19,36-50
51.16,Swipe,Mulberry,Male,Mulberry,FL,17944,36589,86573,676,3,Debit,46414,No,2012-09-26,66+
74,Swipe,Gloucester,Female,Gloucester,VA,21040,42900,111007,802,6,Credit,12400,No,2004-05-20,51-65
122.92,Online,ONLINE,Female,Iuka,IL,15976,32576,0,753,4,Credit,12400,Yes,2015-08-30,51-65
17.52,Swipe,Baltimore,Female,Baltimore,MD,26431,53890,252106,656,4,Credit,12400,No,2007-05-20,26-35
11.8,Swipe,Detroit,Female,Hamtramck,MI,8658,17657,21899,614,2,Debit,24295,No,2006-05-31,36-50
3.38,Chip,Rome,Male,Manahawkin,NJ,21861,46031,8332,661,5,Debit,24295,Yes,2019-09-21,66+
41.42,Online,ONLINE,Female,Vero Beach,FL,16234,33098,59605,775,3,Debit,24295,No,2004-09-06,36-50
306.82,Online,ONLINE,Female,Miami,FL,18828,38394,69393,693,5,Credit,12400,Yes,2013-10-07,51-65
14.34,Chip,San Jose,Male,San Jose,CA,25115,31287,25844,728,4,Debit,46414,No,2018-09-17,66+
114.63,Online,ONLINE,Male,Rochelle,IL,18590,37898,36994,716,5,Debit,24295,Yes,2013-11-23,51-65
322,Online,ONLINE,Male,Worcester,MA,24506,49967,62509,655,1,Debit,24295,Yes,2004-09-21,36-50
39.32,Swipe,Cape Coral,Male,Cape Coral,FL,17140,34947,49024,751,3,Debit,24295,No,2010-05-19,51-65
-70,Swipe,Hawarden,Male,Alta,IA,16901,34456,54634,752,4,Credit,12400,No,2014-04-19,36-50
107.26,Online,ONLINE,Male,Bullock,NC,18100,29041,4427,699,4,Credit,12400,Yes,2008-12-06,66+
4.79,Swipe,Mckeesport,Male,Mckeesport,PA,14663,29898,19719,714,5,Debit,24295,No,2012-06-23,51-65
80,Swipe,Newtown,Female,Colmar,PA,26545,54124,0,727,2,Debit,21968,No,2012-04-18,36-50
-50,Swipe,Des Moines,Male,Des Moines,IA,18568,37857,57727,800,2,Debit,24295,No,2006-11-15,36-50
170.52,Online,ONLINE,Male,Eaton,IN,15048,30681,81680,746,4,Debit,21968,Yes,2010-11-15,51-65
2.71,Chip,Lexington,Female,Lexington,KY,28583,58278,51539,689,6,Debit,46414,No,2016-05-23,51-65
147.04,Online,ONLINE,Male,Mosinee,WI,23216,47334,87775,701,3,Debit,46414,Yes,2010-11-12,51-65
106.78,Online,ONLINE,Female,Elmer,NJ,24417,49788,83932,690,3,Debit,21968,Yes,2016-09-11,36-50
31.04,Swipe,Alvin,Female,Alvin,TX,21956,44766,68989,713,2,Debit,21968,No,2011-10-22,26-35
-87,Chip,Los Angeles,Female,Los Angeles,CA,11073,22583,62461,683,4,Debit,24295,No,2018-07-04,36-50
8.54,Swipe,Sioux Falls,Female,Sioux Falls,SD,21089,31145,5132,689,4,Debit,46414,No,2014-10-18,66+
27.05,Swipe,San Francisco,Male,San Francisco,CA,22549,47213,1082,789,5,Debit,24295,No,2006-12-21,66+
489,Chip,Rome,Female,Pottsboro,TX,20874,32669,1433,755,5,Debit,21968,Yes,2019-08-13,66+
3.59,Swipe,Fort Mill,Female,Fort Mill,SC,26707,51014,23366,759,4,Credit,12400,No,2018-07-12,66+
37.65,Online,ONLINE,Female,Urbandale,IA,26764,33642,20874,593,5,Debit,21968,Yes,2011-01-04,66+
11.48,Online,ONLINE,Male,Barnhart,MO,23836,48600,23992,791,5,Credit,12400,Yes,2015-12-13,36-50
70.33,Swipe,Neenah,Female,Menasha,WI,22277,45419,124370,721,3,Debit,24295,No,2010-02-18,26-35
13.41,Chip,Charlotte,Female,Monroe,NC,17595,35876,50190,635,3,Debit,46414,No,2015-03-14,36-50
78.72,Online,ONLINE,Male,Albuquerque,NM,15385,31373,58481,637,2,Debit,21968,Yes,2010-02-12,36-50
-82,Swipe,Garland,Female,Garland,TX,27057,55172,96779,629,3,Debit,24295,No,2010-03-12,36-50
73.16,Swipe,Naples,Male,Naples,FL,17455,35590,92603,720,4,Debit,46414,No,2004-04-07,51-65
372.39,Online,ONLINE,Female,Donaldsonville,LA,16474,27150,2007,737,1,Debit,24295,Yes,2016-05-29,66+
19.04,Online,ONLINE,Male,Bronx,NY,12475,10782,346,770,7,Debit,21968,Yes,2008-05-24,66+
47.07,Swipe,Newark,Female,Union City,NJ,16770,34190,39242,810,7,Debit,620,Yes,2012-08-10,51-65
39.07,Swipe,Manchester Township,Male,Lakewood,NJ,13006,26519,63979,663,3,Debit,21968,No,2011-08-24,26-35
62.96,Swipe,Port au Prince,Female,El Paso,TX,14322,29206,25966,716,6,Credit,12400,Yes,2010-07-02,51-65
73.85,Online,ONLINE,Female,Foristell,MO,25756,52512,95640,706,2,Debit,24295,Yes,2013-09-01,36-50
49.51,Swipe,Anaheim,Female,Anaheim,CA,18330,37371,3378,739,4,Credit,12400,No,2005-07-06,36-50
27.29,Online,ONLINE,Female,Ambler,PA,44106,56102,59198,850,1,Debit,24295,No,2016-01-12,51-65
108.47,Swipe,Mission,Male,Mission,TX,14275,22104,20031,670,3,Debit,21968,No,2004-11-12,66+
67,Swipe,Annapolis,Female,Arnold,MD,35645,72670,28915,718,3,Debit,46414,Yes,2006-04-25,36-50
11,Swipe,Blackwell,Female,Blackwell,OK,15077,30737,35858,815,2,Debit,24295,No,2016-03-07,26-35
37.35,Swipe,Algiers,Male,Winder,GA,18171,37056,75730,753,4,Credit,12400,Yes,2006-01-28,36-50
13.23,Chip,Tokyo,Male,Marietta,GA,33093,67470,93795,804,6,Debit,24295,No,2016-09-27,51-65
53.73,Swipe,Macdoel,Female,Burney,CA,16742,34137,80467,671,4,Debit,46414,No,2012-03-02,51-65
204.07,Chip,Rome,Male,Minneapolis,MN,40364,82295,1555,736,4,Debit,21968,Yes,2018-06-28,36-50
316,Chip,Rome,Male,Dawsonville,GA,20581,41965,55700,724,2,Debit,21968,Yes,2018-06-27,36-50
204.4,Online,ONLINE,Female,Belfair,WA,19640,44807,13730,751,4,Credit,12400,Yes,2007-10-05,66+
64.88,Swipe,Algiers,Male,Katy,TX,0,399,323,729,3,Debit,46414,Yes,2006-03-08,51-65
1.06,Chip,Kerhonkson,Female,Fleischmanns,NY,14515,9766,66,732,4,Debit,24295,No,2016-11-14,66+
106.3,Online,ONLINE,Female,Brandon,MS,22304,23821,22427,613,8,Debit,24295,Yes,2008-12-20,66+
367.08,Online,ONLINE,Female,Appleton,WI,36825,75080,35268,747,3,Debit,46414,Yes,2007-07-21,36-50
21.27,Chip,Rome,Male,Sarasota,FL,19983,40745,18371,718,4,Debit,46414,Yes,2019-08-24,51-65
11.71,Swipe,Lathrop,Female,Manteca,CA,23368,47643,45706,764,8,Debit,620,Yes,2008-09-25,51-65
29.75,Swipe,Augusta,Male,Lincolnton,GA,14717,30011,84166,589,1,Debit,24295,No,2006-09-30,51-65
18.37,Swipe,Waipahu,Male,Milpitas,CA,33758,68827,35669,755,2,Debit,21968,No,2011-01-12,36-50
88.51,Swipe,Somerville,Female,Millington,TN,19115,38971,0,784,3,Debit,24295,Yes,2008-09-05,36-50
14.52,Swipe,Colorado Springs,Female,Colorado Springs,CO,20579,41957,151027,783,3,Debit,46414,No,2017-05-05,51-65
157.84,Swipe,Algiers,Female,Rockville Centre,NY,48994,103294,39076,831,3,Debit,46414,Yes,2006-01-14,51-65
8.32,Chip,Rome,Male,Tulsa,OK,11633,23718,1386,712,2,Debit,21968,Yes,2018-06-27,36-50
16.88,Chip,Rome,Male,Elk Grove,CA,25949,52904,144534,680,4,Credit,12400,Yes,2018-12-05,51-65
88.39,Online,ONLINE,Female,Tucson,AZ,16238,33106,108695,763,2,Debit,24295,Yes,2015-12-19,26-35
17.42,Chip,Glendale,Female,Glendale,CA,16842,20783,23623,699,3,Debit,24295,No,2018-05-17,51-65
18.93,Swipe,Idlewild,Female,Idlewild,MI,6201,12643,19299,645,1,Debit,24295,No,2014-12-05,36-50
4.27,Swipe,Franklin,Female,Franklin,TN,36563,70554,39078,655,5,Debit,46414,No,2000-07-06,66+
18.29,Chip,Rome,Male,Dinuba,CA,13194,17016,691,714,4,Credit,12400,Yes,2018-08-13,66+
1.26,Swipe,Billings,Female,Laurel,MT,19625,40012,59472,849,4,Debit,21968,No,2015-06-12,36-50
54.97,Swipe,Eight Mile,Female,Eight Mile,AL,15207,31008,60527,713,4,Credit,12400,No,2007-04-08,36-50
20.98,Swipe,Mars,Female,Mars,PA,39464,80464,76261,727,3,Debit,46414,No,2005-02-26,51-65
15.07,Swipe,Chicago,Male,Chicago,IL,39789,81122,112394,682,5,Credit,12400,No,2011-09-06,36-50
634.02,Chip,Rome,Male,Lawrence,KS,27149,55351,152645,703,6,Debit,620,Yes,2019-04-09,36-50
33.97,Swipe,Carlisle,Female,Camp Hill,PA,25336,51110,3781,709,8,Debit,24295,No,2008-07-29,66+
-84,Swipe,Palisades Park,Female,Palisades Park,NJ,22278,45422,83940,689,4,Debit,24295,No,1999-06-15,36-50
112.41,Online,ONLINE,Male,Minneapolis,MN,21535,43913,83944,676,4,Debit,21968,Yes,2008-02-07,51-65
119.3,Online,ONLINE,Female,Garden Grove,CA,16289,33212,59638,649,1,Debit,24295,Yes,2007-12-30,26-35
62.29,Online,ONLINE,Male,Berkeley Heights,NJ,53790,109673,242379,505,1,Debit,24295,Yes,2010-11-19,51-65
375.88,Online,ONLINE,Female,Matthews,NC,27254,55569,76181,698,6,Debit,24295,Yes,2015-08-10,51-65
14.72,Online,ONLINE,Female,Allentown,PA,12427,19893,1712,566,3,Debit,21968,No,2020-01-15,66+
32.52,Swipe,South Amboy,Male,Somerset,NJ,32610,66489,45974,729,4,Debit,46414,No,2005-06-12,36-50
262.9,Online,ONLINE,Male,Wellsburg,WV,16648,33944,53353,798,4,Credit,12400,Yes,2016-11-08,26-35
1.07,Swipe,San Diego,Male,San Diego,CA,16838,34330,15223,713,4,Credit,12400,No,2012-11-16,36-50
61.58,Online,ONLINE,Male,Vancouver,WA,22050,44963,90682,705,4,Debit,21968,Yes,2008-01-10,36-50
174.22,Online,ONLINE,Female,Rio Rico,AZ,15462,29494,1196,689,5,Debit,24295,Yes,2012-04-03,66+
31.47,Swipe,Port au Prince,Female,Edmonds,WA,28248,31912,2182,630,4,Credit,12400,Yes,2010-11-12,66+
73.09,Chip,Rome,Male,Huron,TN,17179,35026,11468,743,5,Debit,24295,Yes,2019-03-23,26-35
73.33,Chip,Santa Barbara,Female,Santa Barbara,CA,33097,35404,30887,575,3,Debit,24295,No,2015-05-08,51-65
80.23,Online,ONLINE,Male,Tucson,AZ,17460,24960,889,707,9,Debit,24295,Yes,2015-08-23,66+
67,Swipe,Palm Bay,Male,Palm Bay,FL,15318,16302,14408,748,4,Debit,46414,No,2015-04-01,66+
89.85,Online,ONLINE,Male,Charlotte,TN,17261,35196,51751,684,4,Debit,21968,Yes,2010-03-15,51-65
23.3,Online,ONLINE,Male,Mulberry,FL,17944,36589,86573,676,3,Debit,21968,Yes,2016-10-06,66+
44.66,Swipe,Sarasota,Female,Sarasota,FL,19065,38872,94970,663,4,Debit,46414,No,2005-04-22,36-50
110.23,Swipe,Istanbul,Male,Keller,TX,0,3,5,750,2,Debit,24295,Yes,2004-09-06,36-50
-390,Online,ONLINE,Male,Seneca,PA,16237,33108,44044,829,2,Debit,24295,Yes,2007-05-03,36-50
11.58,Swipe,San Miguel,Male,Mesilla Park,NM,14822,30217,23394,705,4,Debit,46414,No,2014-02-18,26-35
2.7,Chip,Chicago,Female,Chicago,IL,14963,30509,56953,641,2,Debit,24295,No,2016-01-29,51-65
53.15,Chip,Rome,Male,Dinuba,CA,13194,17016,691,714,4,Credit,12400,Yes,2018-11-08,66+
2.59,Online,ONLINE,Male,San Antonio,TX,29557,33426,1852,699,4,Debit,24295,Yes,2008-05-16,66+
258.6,Online,ONLINE,Female,Los Angeles,CA,11649,24947,1767,766,4,Debit,46414,Yes,2016-12-15,66+
26.49,Chip,Baxter,Male,Cookeville,TN,15955,32531,78193,631,4,Credit,12400,Yes,2015-04-05,51-65
1844.44,Swipe,Niagara Falls,Female,Orchard Park,NY,30202,61578,85383,602,2,Debit,21968,No,2006-03-19,51-65
288.46,Online,ONLINE,Female,Defiance,OH,18229,37169,93844,722,3,Debit,24295,Yes,2013-08-23,51-65
3.37,Chip,Carrollton,Male,Canton,GA,25654,52308,135319,679,1,Debit,24295,No,2017-10-03,36-50
2.47,Chip,Rockton,Male,Rochelle,IL,18590,37898,36994,716,5,Debit,21968,No,2015-01-28,51-65
156.27,Online,ONLINE,Female,Defiance,OH,18229,37169,93844,722,3,Debit,46414,Yes,2015-07-24,51-65
8.88,Swipe,Houston,Male,Rancho Cucamonga,CA,24603,50163,97188,761,4,Debit,46414,No,2013-02-03,36-50
16.88,Online,ONLINE,Male,Pompano Beach,FL,18266,40141,805,850,6,Debit,24295,Yes,2004-05-21,66+
55.11,Swipe,Redfield,Male,Sioux Falls,SD,25692,52380,8764,850,6,Debit,620,No,2010-09-25,51-65
168.08,Swipe,Istanbul,Male,Chicago Heights,IL,16503,38761,69,760,7,Debit,21968,Yes,2004-07-02,66+
173.03,Chip,Camden,Female,Williamstown,NJ,24911,50790,3547,726,4,Credit,12400,No,2016-04-30,36-50
1.79,Swipe,Upton,Male,Leitchfield,KY,14038,9445,14856,641,2,Debit,24295,No,2002-05-17,51-65
2782.7,Online,ONLINE,Female,Trenton,GA,15950,32520,29433,731,4,Debit,24295,Yes,2010-10-29,51-65
344.98,Swipe,Liberty,Female,North Myrtle Beach,SC,13409,23137,4871,642,5,Debit,21968,No,2008-07-22,66+
64.51,Online,ONLINE,Male,San Fernando,CA,15583,31772,17286,734,4,Debit,46414,Yes,2015-06-01,36-50
80,Swipe,Houston,Female,Houston,TX,95039,193773,241571,660,1,Debit,24295,No,2011-08-12,36-50
14.09,Chip,Roan Mountain,Female,Roan Mountain,TN,12427,25334,182,696,3,Debit,24295,No,2016-11-19,51-65
27.79,Swipe,Fayetteville,Female,Fayetteville,NC,18316,37342,48611,779,5,Debit,46414,No,2014-04-25,51-65
4.7,Chip,Rome,Female,Elizabeth,NJ,15175,30942,71066,779,3,Debit,21968,Yes,2018-06-21,36-50
34.99,Online,ONLINE,Male,Albuquerque,NM,15385,31373,58481,637,2,Debit,21968,Yes,2015-06-07,36-50
402.24,Online,ONLINE,Female,Eastford,CT,25399,51788,77642,675,2,Debit,21968,Yes,2014-03-10,51-65
69.7,Online,ONLINE,Female,San Diego,CA,13805,28147,25987,756,7,Credit,12400,Yes,2007-05-26,51-65
6.47,Chip,Wichita,Male,Wichita,KS,22638,49817,26928,600,2,Debit,24295,No,2017-03-27,51-65
64.56,Swipe,Huntington,Male,Huntington,NY,51032,104049,247623,741,2,Debit,24295,No,2013-09-18,36-50
148.51,Online,ONLINE,Male,Pinole,CA,25849,28210,22961,655,2,Debit,24295,Yes,2009-02-28,51-65
89.49,Online,ONLINE,Male,Lynwood,CA,13632,27795,72318,701,4,Debit,21968,No,2019-06-23,26-35
50,Swipe,Albuquerque,Female,Albuquerque,NM,14078,28704,103891,700,2,Debit,24295,No,2008-12-13,36-50
1.42,Swipe,Doe Run,Male,Farmington,MO,17707,34067,17902,628,1,Debit,24295,Yes,2007-12-05,66+
14.49,Chip,Marietta,Female,Marietta,GA,30747,62692,50290,698,2,Debit,21968,No,2015-10-24,26-35
